,Month,Climate,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
164,3,Warm temperate,17.3,28.7,0.0,7.8,11.9,SW,33.0,E,SSW,11.0,19.0,57.0,49.0,1019.3,1016.3,1.0,1.0,21.9,25.9,no
165,2,Warm temperate,17.2,34.0,0.0,12.4,11.2,SSE,48.0,S,SSW,24.0,19.0,62.0,16.0,1015.2,1013.3,0.0,0.0,20.2,31.4,no
166,4,Cool temperate,7.5,15.7,0.0,,,S,41.0,S,S,22.0,20.0,93.0,63.0,1029.4,1027.6,7.0,8.0,9.5,15.0,no
167,5,Warm temperate,10.2,18.3,0.0,2.2,4.2,E,33.0,ENE,NNE,13.0,9.0,52.0,54.0,1028.2,1025.4,,,13.9,16.1,no
168,3,Warm temperate,19.2,26.1,0.0,6.0,10.6,,,WNW,ESE,6.0,20.0,84.0,69.0,1019.7,1019.0,1.0,4.0,22.4,25.3,no
169,7,Hot dry summer cool winter,5.5,16.9,0.0,2.2,0.9,N,39.0,N,WNW,15.0,13.0,78.0,59.0,1023.7,1021.3,7.0,7.0,12.7,16.9,no
170,9,High humidity summer warm winter,23.5,37.7,0.0,6.0,,NW,35.0,WNW,NE,22.0,7.0,54.0,26.0,1014.4,1009.9,0.0,2.0,28.3,36.5,no
171,10,High humidity summer warm winter,19.7,28.4,0.0,12.0,11.4,ENE,43.0,E,ENE,22.0,30.0,57.0,58.0,1022.0,1017.7,4.0,2.0,25.6,26.1,no
172,1,Cool temperate,11.7,20.7,0.2,8.2,10.0,NW,57.0,NW,NW,19.0,30.0,48.0,40.0,1011.8,1011.7,4.0,2.0,14.9,20.4,no
173,9,Cool temperate,15.6,27.8,0.0,,,NW,46.0,WSW,NW,15.0,30.0,27.0,21.0,1011.9,1007.8,,,23.7,27.4,no
174,12,High humidity summer warm winter,24.2,38.5,7.8,12.6,,E,67.0,ESE,NNE,9.0,9.0,72.0,,1010.2,1005.5,0.0,,30.0,,yes
175,3,Hot dry summer cool winter,14.5,27.6,0.0,,,SE,57.0,SSE,S,17.0,11.0,49.0,33.0,1019.6,1016.8,,,16.9,26.3,no
176,1,Warm humid summer mild winter,20.8,33.8,0.0,,,NNE,54.0,N,NE,15.0,37.0,61.0,58.0,1013.2,1009.6,,,27.4,29.3,no
177,7,Mild temperate,1.7,13.7,0.0,1.0,7.2,N,30.0,N,NE,9.0,2.0,86.0,55.0,1022.8,1020.6,6.0,7.0,6.0,12.9,no
178,3,Cool temperate,9.1,22.6,0.0,3.0,10.0,NW,28.0,S,NW,7.0,15.0,78.0,40.0,1023.0,1020.0,2.0,2.0,13.6,20.9,no
179,12,Warm temperate,27.1,31.3,0.4,18.0,2.1,SE,56.0,ENE,S,11.0,35.0,37.0,41.0,1007.7,1007.7,1.0,,30.4,29.7,no
180,5,Mild temperate,8.6,15.8,0.6,1.0,0.0,N,43.0,NNE,ENE,11.0,15.0,78.0,64.0,1020.5,1018.7,8.0,7.0,12.2,15.4,no
181,7,Hot dry summer cool winter,2.4,16.6,0.0,1.4,8.4,NE,30.0,E,ENE,13.0,20.0,75.0,55.0,1032.1,1027.0,1.0,4.0,8.0,15.9,no
182,6,Cool temperate,8.7,19.1,0.0,,,N,31.0,NW,WNW,11.0,7.0,70.0,46.0,1017.8,1014.4,,,12.1,16.6,no
183,2,Warm temperate,14.3,22.6,58.0,,0.0,E,65.0,SE,SSE,20.0,19.0,87.0,85.0,1007.0,1006.2,,8.0,17.2,20.5,yes
184,9,Warm temperate,13.7,18.1,8.8,,,NW,78.0,NW,W,37.0,35.0,,,1003.9,1003.9,,,17.2,11.8,yes
185,5,Mild temperate,9.0,13.2,0.0,,,E,28.0,E,E,20.0,4.0,81.0,74.0,1021.4,1018.3,,,9.5,13.1,no
186,4,Mild temperate,12.3,25.4,0.2,,,SW,59.0,NE,ENE,4.0,11.0,87.0,81.0,1008.1,1006.2,4.0,8.0,18.0,18.9,no
187,10,Warm temperate,5.2,18.8,0.0,,,SSE,41.0,SW,SSW,15.0,22.0,63.0,60.0,1020.3,1018.0,,,16.0,16.7,no
188,6,Warm humid summer mild winter,7.2,16.7,0.0,2.2,7.8,W,43.0,NW,SW,11.0,9.0,48.0,47.0,1004.3,1001.4,1.0,6.0,13.6,15.2,no
189,6,Mild temperate,7.0,15.1,15.2,,4.9,WSW,39.0,W,W,9.0,17.0,95.0,70.0,1021.9,1023.7,7.0,,11.9,14.6,yes
190,2,Mild temperate,13.2,18.8,0.2,3.8,6.9,SW,37.0,SSW,SSW,19.0,19.0,62.0,54.0,1022.8,1024.8,1.0,8.0,15.0,16.1,no
191,10,Warm temperate,10.9,37.1,0.0,,,WNW,50.0,NNE,NW,6.0,22.0,28.0,7.0,,,,,24.8,36.2,no
192,4,Hot dry summer cool winter,10.3,16.4,1.4,4.6,7.7,SE,50.0,SE,S,4.0,13.0,67.0,57.0,1025.4,1024.1,7.0,3.0,12.5,14.3,yes
193,11,Mild temperate,11.4,18.6,8.0,0.4,10.2,W,39.0,WSW,W,22.0,22.0,69.0,63.0,1011.9,1011.3,8.0,,14.4,17.9,yes
194,1,Hot dry summer cool winter,15.4,33.4,0.0,11.6,11.8,WSW,56.0,SW,SW,11.0,17.0,53.0,14.0,1010.0,1008.9,7.0,1.0,18.5,32.0,no
195,6,High humidity summer warm winter,19.8,28.5,0.0,3.8,9.0,E,30.0,S,ESE,15.0,15.0,72.0,59.0,1015.5,1012.3,2.0,3.0,24.3,27.2,no
196,6,Warm temperate,14.3,18.5,3.2,,,WNW,46.0,WSW,WSW,19.0,11.0,79.0,85.0,,,,,16.7,16.1,yes
197,7,Warm temperate,8.9,17.1,4.2,,,NW,43.0,WNW,NW,13.0,19.0,64.0,64.0,1015.8,1013.2,,,14.6,15.5,yes
198,9,Hot dry summer cool winter,4.5,16.6,0.2,2.8,0.7,W,28.0,NE,S,6.0,4.0,89.0,55.0,1020.9,1018.2,7.0,7.0,9.5,16.1,no
199,11,Hot dry summer warm winter,12.0,30.5,0.0,10.2,13.5,SW,57.0,SSW,SW,13.0,30.0,19.0,4.0,1012.7,1009.9,0.0,0.0,23.4,29.6,no
200,7,Warm temperate,10.3,19.4,1.0,2.2,4.1,WNW,35.0,NNW,WNW,6.0,20.0,92.0,58.0,1024.6,1022.9,7.0,7.0,13.9,18.6,yes
201,12,Mild temperate,12.8,19.9,0.2,,,SSW,41.0,SSE,SSE,15.0,11.0,57.0,93.0,1014.3,1016.9,,,17.7,14.2,no
202,6,Warm temperate,10.0,18.2,1.0,,,,,,SW,0.0,4.0,69.0,81.0,,,6.0,6.0,13.8,15.3,yes
203,3,Warm temperate,9.8,27.6,0.0,,,WSW,26.0,WNW,N,6.0,15.0,63.0,32.0,1016.9,1014.6,,,16.9,26.5,no
204,2,Warm temperate,23.1,38.6,0.0,19.8,6.3,SE,37.0,ESE,NE,17.0,6.0,18.0,11.0,1012.1,1009.9,3.0,2.0,26.8,36.2,no
205,7,Hot dry summer cool winter,7.6,12.7,3.0,0.8,3.2,SSW,30.0,W,SSW,6.0,17.0,100.0,81.0,1030.3,1030.6,3.0,7.0,7.8,10.5,yes
206,12,Mild temperate,10.6,33.0,0.0,,,SW,39.0,SE,S,9.0,17.0,47.0,9.0,1017.2,1014.1,,,20.1,30.2,no
207,9,Cool temperate,4.1,27.1,0.0,6.6,10.1,NW,54.0,SE,NW,6.0,26.0,70.0,21.0,1019.6,1011.8,0.0,1.0,13.8,26.6,no
208,3,Hot dry summer cool winter,4.8,25.3,0.0,,,NE,24.0,NE,ENE,11.0,11.0,60.0,28.0,,,,,17.7,24.6,no
209,10,Warm temperate,7.5,20.4,0.0,,,SE,35.0,SE,SSW,15.0,22.0,,,1018.1,1019.6,,,17.2,18.4,no
210,9,Warm temperate,3.6,20.1,0.0,,,E,30.0,S,ESE,7.0,15.0,50.0,48.0,1024.5,1022.8,,,15.2,18.6,no
211,12,Warm temperate,12.0,32.4,0.0,,12.8,WSW,37.0,SSW,WSW,7.0,24.0,57.0,33.0,1009.1,1009.3,,,25.0,28.7,no
212,6,Warm temperate,9.1,18.4,0.0,3.8,4.4,N,41.0,NNE,NNW,19.0,20.0,54.0,90.0,1012.9,1008.8,6.0,8.0,13.2,14.2,no
213,12,Hot dry summer cool winter,4.5,28.7,0.0,,,SSE,46.0,SE,SW,9.0,9.0,51.0,22.0,,,,,17.5,27.8,no
214,9,Warm temperate,11.5,19.8,0.2,,,WNW,69.0,W,W,24.0,30.0,42.0,34.0,1013.4,1012.5,,,15.2,18.8,no
215,12,Warm temperate,26.6,41.5,0.0,,,ESE,52.0,NNE,SW,9.0,17.0,18.0,16.0,1011.8,1008.5,,,34.6,40.7,no
216,9,Hot dry summer cool winter,3.8,24.8,0.0,,,,,,,,,50.0,16.0,,,,,14.5,23.8,no
217,5,Cool temperate,9.3,13.6,1.0,,,SSE,31.0,ESE,SE,6.0,7.0,91.0,93.0,,,8.0,8.0,12.2,13.4,yes
218,7,Warm temperate,8.8,14.2,0.7,0.9,6.4,W,26.0,W,WNW,11.0,17.0,100.0,63.0,1028.1,1026.3,8.0,4.0,9.3,13.9,no
219,5,Cool temperate,4.2,13.5,0.0,0.8,2.3,N,20.0,N,S,9.0,7.0,86.0,74.0,1019.5,1015.7,7.0,7.0,5.6,13.0,no
220,11,Warm temperate,18.2,30.7,26.0,6.6,9.1,WSW,46.0,NW,E,13.0,15.0,75.0,53.0,1011.2,1009.0,5.0,5.0,21.6,26.4,yes
221,10,Warm temperate,12.2,19.6,19.0,,,SSE,35.0,SE,S,9.0,17.0,90.0,72.0,1009.1,1008.2,,,15.8,16.5,yes
222,7,Warm temperate,-0.8,15.8,0.2,,5.5,SSW,30.0,E,SSW,11.0,11.0,70.0,57.0,1031.6,1029.9,0.0,7.0,9.3,14.9,no
223,9,Cool temperate,-2.3,14.0,0.0,,,NNE,35.0,ESE,NNE,4.0,19.0,78.0,53.0,1017.0,1013.0,,,4.9,13.4,no
224,4,Mild temperate,6.9,18.5,0.0,2.8,3.0,S,43.0,SSW,S,13.0,28.0,77.0,70.0,1026.5,1022.4,7.0,7.0,13.7,17.1,no
225,8,Warm temperate,6.5,17.7,0.0,3.8,3.6,SW,43.0,WSW,SW,22.0,26.0,76.0,46.0,1024.2,1022.9,1.0,7.0,13.2,17.3,no
226,1,High humidity summer warm winter,24.9,32.6,14.4,5.2,9.9,WSW,43.0,WNW,W,20.0,30.0,79.0,60.0,1010.3,1007.1,7.0,7.0,29.1,32.0,yes
227,8,Warm temperate,11.9,16.8,1.0,,,SW,28.0,WNW,SW,11.0,13.0,80.0,79.0,1018.5,1017.7,,,14.3,15.2,yes
228,12,Mild temperate,11.9,21.1,4.6,5.8,10.2,S,44.0,S,S,15.0,26.0,58.0,42.0,1022.6,1023.4,,,15.3,19.5,yes
229,7,Hot dry summer cool winter,11.3,21.8,0.0,2.8,,NNE,31.0,NNE,NNE,17.0,13.0,69.0,36.0,1026.9,1024.2,7.0,6.0,13.4,21.7,no
230,5,Hot dry summer cool winter,2.6,19.1,0.0,2.2,9.9,,,ENE,W,6.0,11.0,76.0,37.0,1026.5,1023.5,0.0,0.0,10.1,18.6,no
231,7,Cool temperate,8.0,15.6,0.0,,,WSW,30.0,WNW,SW,6.0,17.0,65.0,49.0,1016.5,1015.7,,,11.9,14.6,no
232,6,Cool temperate,7.8,13.8,28.2,,,WNW,35.0,WNW,NW,7.0,15.0,100.0,74.0,1000.1,995.2,,,10.3,13.3,yes
233,12,Cool temperate,14.4,37.2,0.0,,,WNW,44.0,NNW,WNW,4.0,24.0,38.0,16.0,1017.2,1012.9,,1.0,26.0,36.7,no
234,5,Cool temperate,12.7,22.5,0.0,,,S,52.0,S,S,33.0,19.0,43.0,39.0,1025.6,1025.0,,,18.3,21.8,no
235,10,Warm temperate,8.4,20.3,0.2,8.2,11.6,SSW,35.0,WSW,SE,11.0,19.0,53.0,34.0,1025.9,1023.1,1.0,1.0,15.5,19.4,no
236,5,Warm temperate,12.3,16.4,0.0,3.4,9.6,SW,48.0,SW,SSW,22.0,20.0,43.0,39.0,1019.8,1021.0,,,14.4,15.6,no
237,8,Mild temperate,6.7,16.0,4.2,1.6,6.6,W,59.0,W,WNW,28.0,37.0,57.0,43.0,1011.8,1011.7,3.0,7.0,9.2,14.9,yes
238,7,Warm temperate,8.0,10.9,13.2,1.6,,WSW,74.0,SSW,SW,20.0,13.0,93.0,88.0,999.5,1004.9,,,8.6,9.3,yes
239,8,Cool temperate,8.6,15.9,9.6,,,NNW,46.0,NNW,NNW,17.0,28.0,95.0,92.0,1001.6,1002.9,,,12.9,13.3,yes
240,10,Mild temperate,8.2,16.4,0.4,,,SW,31.0,WNW,S,9.0,13.0,75.0,58.0,1029.5,1028.7,,,11.6,15.2,no
241,4,Warm humid summer mild winter,14.3,24.8,3.0,,,SW,31.0,SW,S,17.0,20.0,73.0,67.0,1020.5,1019.2,,,21.5,23.4,yes
242,8,Mild temperate,4.8,13.4,37.6,5.0,8.9,,,SW,SW,52.0,39.0,70.0,55.0,1013.5,1017.7,6.0,6.0,11.2,13.0,yes
243,11,Cool temperate,13.7,23.5,0.0,7.8,9.5,W,56.0,N,NW,13.0,31.0,54.0,32.0,1015.5,1016.2,7.0,6.0,17.5,22.2,no
244,11,High humidity summer warm winter,22.8,32.2,0.0,7.4,10.5,NE,31.0,SE,E,15.0,22.0,63.0,55.0,1013.1,1009.0,5.0,3.0,29.6,30.9,no
245,9,Cool temperate,0.6,15.8,0.2,,,N,22.0,WNW,NNE,2.0,9.0,79.0,39.0,1021.6,1016.2,,,7.0,15.5,no
246,2,Hot dry summer cool winter,16.7,38.1,0.0,11.6,12.7,NE,33.0,SE,ESE,19.0,13.0,46.0,24.0,1014.8,1011.5,1.0,1.0,21.9,35.7,no
247,4,Warm temperate,9.3,26.8,0.0,4.0,10.0,SE,44.0,NE,S,11.0,13.0,40.0,21.0,1026.3,1022.8,1.0,0.0,19.1,26.4,no
248,8,Hot dry summer warm winter,6.8,24.1,0.0,3.2,,,,,,,,64.0,39.0,1012.9,1007.7,,,14.6,22.4,no
249,4,Warm temperate,18.2,24.2,0.0,,,NNW,35.0,NNE,NE,11.0,19.0,69.0,73.0,1022.3,1017.6,,7.0,21.8,21.9,no
250,9,Warm temperate,13.0,17.3,0.8,4.2,0.3,ENE,33.0,E,ESE,17.0,17.0,57.0,63.0,1022.7,1020.0,7.0,8.0,16.1,15.5,no
251,3,Mild temperate,13.5,33.4,0.0,5.2,10.7,W,39.0,E,W,9.0,11.0,80.0,26.0,1016.7,1012.8,,,16.2,32.2,no
252,9,Cool temperate,1.1,17.3,0.0,,,NNW,37.0,WSW,NNW,7.0,20.0,87.0,61.0,1019.9,1014.9,,,5.7,15.8,no
253,1,Cool temperate,17.0,26.5,13.8,,,SSW,44.0,S,SSE,17.0,15.0,84.0,48.0,1012.0,1013.0,1.0,1.0,18.6,25.8,yes
254,5,Cool temperate,-0.9,9.1,0.2,,,SW,46.0,SSW,SW,26.0,28.0,42.0,60.0,,,,,4.5,5.8,no
255,10,Hot dry summer warm winter,9.4,34.5,0.0,9.8,12.3,E,35.0,E,E,20.0,13.0,6.0,5.0,1019.1,1013.5,0.0,0.0,25.6,33.9,no
256,4,Cool temperate,8.9,20.4,0.0,2.6,,SSE,43.0,SW,SSW,11.0,13.0,68.0,48.0,1012.2,1011.0,,3.0,14.8,18.7,no
257,3,High humidity summer warm winter,23.4,30.4,4.2,5.4,5.7,SE,52.0,SSE,SSE,28.0,26.0,72.0,68.0,1010.4,1007.7,5.0,6.0,27.2,28.3,yes
258,4,High humidity summer warm winter,22.0,26.9,6.0,4.4,0.9,SE,50.0,SSE,SSE,26.0,17.0,89.0,87.0,1015.9,1013.5,7.0,8.0,23.6,23.1,yes
259,3,High humidity summer warm winter,19.1,29.9,0.0,7.0,11.7,ENE,30.0,SW,ENE,6.0,20.0,64.0,59.0,1015.0,1011.4,1.0,1.0,26.6,28.8,no
260,10,High humidity summer warm winter,,39.9,0.0,,,ESE,41.0,N,ESE,13.0,22.0,,93.0,1013.1,1007.8,,4.0,,35.0,no
261,3,High humidity summer warm winter,23.8,29.2,3.8,2.8,1.8,E,31.0,S,ENE,11.0,19.0,90.0,85.0,1012.0,1008.9,8.0,7.0,25.1,27.7,yes
262,1,Warm temperate,21.2,24.9,57.8,30.4,0.0,ENE,65.0,ENE,ENE,15.0,30.0,93.0,95.0,1008.9,1006.4,8.0,8.0,21.8,22.1,yes
263,3,Mild temperate,9.4,32.0,0.0,,,SSE,31.0,ESE,N,15.0,11.0,65.0,18.0,1023.7,1020.8,,,15.6,30.1,no
264,1,Hot dry summer cool winter,14.1,26.3,0.0,8.0,12.6,S,37.0,SE,SW,22.0,17.0,40.0,21.0,1014.9,1011.3,3.0,2.0,17.3,24.7,no
265,12,Cool temperate,10.7,17.5,0.8,6.0,,NNW,39.0,NNW,N,13.0,24.0,93.0,63.0,1005.4,1002.8,,,12.6,16.3,no
266,3,Mild temperate,8.8,20.5,0.2,3.6,7.4,SE,41.0,SE,ESE,13.0,26.0,68.0,54.0,1021.9,1020.9,,,14.1,19.8,no
267,6,Mild temperate,8.7,15.1,1.8,0.8,3.4,W,31.0,WSW,SSW,20.0,11.0,83.0,66.0,1029.0,1029.4,6.0,6.0,10.7,14.4,yes
268,3,High humidity summer warm winter,23.0,31.0,37.0,7.0,,ENE,31.0,SE,ENE,13.0,19.0,80.0,65.0,1011.8,1008.2,,3.0,27.9,29.7,yes
269,7,Cool temperate,-0.6,7.8,0.0,,,E,9.0,N,NW,2.0,2.0,100.0,85.0,1025.0,1022.2,,,0.1,7.8,no
270,11,Mild temperate,9.5,19.0,0.0,5.4,5.3,WSW,54.0,WSW,SW,19.0,24.0,79.0,74.0,1007.4,1006.7,7.0,7.0,14.4,14.9,no
271,5,Cool temperate,5.8,12.9,1.4,2.6,5.8,WSW,56.0,NW,SW,9.0,9.0,81.0,44.0,999.2,1002.4,5.0,3.0,7.1,12.6,yes
272,5,Warm temperate,12.8,23.2,0.8,,,,,,,0.0,,85.0,,,,2.0,,16.5,,no
273,7,Cool temperate,-0.8,10.2,0.4,,,W,46.0,NNW,WSW,7.0,19.0,100.0,80.0,1014.0,1014.0,8.0,7.0,4.8,9.8,no
274,5,Mild temperate,8.3,14.4,0.0,0.8,1.2,W,28.0,NW,WSW,9.0,19.0,67.0,63.0,1033.4,1032.8,3.0,8.0,12.6,12.8,no
275,12,Warm temperate,17.5,24.5,0.0,,,NNE,56.0,NNE,NE,22.0,44.0,66.0,73.0,1016.3,1012.9,2.0,,22.8,23.2,no
276,8,Hot dry summer warm winter,8.9,20.7,0.0,20.6,5.0,E,37.0,E,NE,24.0,13.0,50.0,36.0,1031.7,1028.0,7.0,7.0,15.4,20.1,no
277,3,Mild temperate,20.1,35.2,0.0,10.0,6.1,N,39.0,N,E,30.0,15.0,38.0,26.0,1016.5,1014.9,2.0,6.0,26.9,33.1,no
278,9,Cool temperate,6.0,16.7,0.0,3.4,,WNW,39.0,NW,WNW,17.0,17.0,74.0,80.0,1012.8,1011.2,4.0,7.0,12.5,14.0,no
279,7,Mild temperate,9.6,16.0,12.4,0.2,7.2,NNW,46.0,NNW,NW,17.0,24.0,92.0,59.0,1015.2,1015.9,5.0,3.0,11.4,15.1,yes
280,11,Hot dry summer cool winter,19.6,32.3,4.8,,,WNW,39.0,NNE,W,13.0,15.0,47.0,45.0,,,,,29.0,28.2,yes
281,11,Warm temperate,12.2,18.1,3.4,,,SE,28.0,SSW,SSW,13.0,6.0,91.0,74.0,,,,,14.1,17.4,yes
282,7,Warm humid summer mild winter,7.5,24.1,0.2,3.6,7.6,W,22.0,SW,WNW,4.0,6.0,62.0,28.0,1024.1,1019.9,3.0,6.0,13.0,22.2,no
283,12,Warm temperate,21.5,27.8,0.0,11.6,9.9,SSE,57.0,SSW,SSE,28.0,37.0,59.0,57.0,1016.8,1015.4,6.0,1.0,25.1,26.5,no
284,12,Cool temperate,8.2,22.4,0.0,5.4,8.7,N,41.0,NNW,N,20.0,9.0,48.0,33.0,1005.1,1002.2,,,15.2,21.5,no
285,1,Warm temperate,15.2,24.2,2.6,,,,,SW,SE,19.0,28.0,65.0,48.0,,,1.0,3.0,19.0,22.5,yes
286,5,Warm temperate,13.0,23.0,0.0,3.6,9.4,,,W,SSE,22.0,13.0,57.0,44.0,1014.3,1011.8,1.0,3.0,16.5,22.0,no
287,5,Warm temperate,15.5,20.8,2.4,4.8,8.5,WSW,69.0,WSW,WSW,31.0,33.0,66.0,57.0,1012.7,1011.6,3.0,4.0,18.1,20.2,yes
288,11,Mild temperate,1.4,16.7,2.6,,,WSW,28.0,N,SW,2.0,13.0,93.0,56.0,1012.2,1012.3,,,10.6,15.3,yes
289,3,Warm temperate,18.8,31.3,0.0,8.4,11.8,E,54.0,ENE,ENE,28.0,17.0,56.0,32.0,1019.6,1016.5,5.0,3.0,22.8,30.6,no
290,2,Cool temperate,16.0,29.4,0.0,,,NE,30.0,ENE,WSW,6.0,7.0,62.0,36.0,1014.2,1009.3,,,21.0,28.0,no
291,3,Warm temperate,18.4,24.2,0.8,8.2,8.7,SE,50.0,SE,SE,30.0,28.0,62.0,56.0,1014.3,1012.8,4.0,3.0,22.0,23.4,no
292,9,Mild temperate,10.0,22.5,0.0,2.8,,ENE,26.0,SW,SSE,7.0,13.0,80.0,51.0,1031.7,1028.1,,6.0,16.8,21.2,no
293,10,Warm temperate,11.8,23.4,0.0,32.0,,,,WNW,NW,28.0,52.0,46.0,30.0,1009.8,1005.7,,,16.7,23.0,no
294,12,Hot dry summer cool winter,19.9,30.8,13.2,6.6,6.6,SW,61.0,NNE,NNE,24.0,26.0,90.0,57.0,1005.2,1003.3,7.0,5.0,21.6,29.6,yes
295,4,Hot dry summer cool winter,9.8,27.0,0.0,3.4,9.2,ENE,22.0,NE,N,6.0,9.0,99.0,37.0,1026.2,1022.0,1.0,4.0,12.1,26.6,no
296,3,Hot dry summer cool winter,12.3,22.7,0.0,4.8,,SW,50.0,WSW,SW,24.0,28.0,67.0,28.0,1011.9,1010.4,,,12.9,21.4,no
297,6,Cool temperate,0.0,8.4,0.8,,,S,26.0,SSW,S,9.0,15.0,100.0,72.0,1029.4,1027.1,8.0,7.0,3.5,8.4,no
298,11,Hot dry summer warm winter,17.6,30.2,0.0,8.0,9.1,NE,48.0,NNE,NNE,31.0,24.0,51.0,31.0,1015.9,1011.0,3.0,6.0,23.4,28.7,no
299,10,Mild temperate,12.8,27.2,0.0,7.2,4.2,,,NNW,WNW,15.0,9.0,23.0,36.0,1010.5,1006.5,8.0,6.0,24.9,26.9,no
300,5,Warm temperate,12.4,17.7,15.4,,,,,NW,SW,4.0,19.0,96.0,71.0,,,7.0,8.0,13.2,17.5,yes
301,5,High humidity summer warm winter,18.0,27.9,0.0,6.2,8.4,SE,30.0,S,NE,13.0,20.0,58.0,60.0,1013.0,1009.4,2.0,2.0,24.8,26.8,no
302,3,Cool temperate,8.0,24.2,0.0,,,N,52.0,NNE,NNE,26.0,28.0,72.0,49.0,1023.1,1019.5,0.0,,16.1,22.9,no
303,2,Cool temperate,8.9,18.8,0.0,,,NE,41.0,NE,N,13.0,4.0,98.0,69.0,,,,,10.6,18.5,no
304,9,Warm temperate,9.4,20.7,1.8,,,ENE,30.0,WSW,NNE,6.0,7.0,56.0,27.0,1019.9,1016.6,,,12.4,20.6,yes
305,4,Mild temperate,17.1,23.2,58.4,0.0,,SE,43.0,SSE,SE,13.0,22.0,99.0,83.0,1020.9,1020.6,,,19.2,22.5,yes
306,3,High humidity summer warm winter,24.2,32.1,0.0,6.8,10.5,ENE,35.0,ENE,NE,19.0,22.0,65.0,60.0,1014.6,1012.5,6.0,7.0,29.7,29.6,no
307,3,Cool temperate,4.2,22.0,0.0,,,ENE,26.0,W,N,4.0,11.0,75.0,34.0,1024.4,1021.3,,,10.0,21.5,no
308,11,Warm temperate,12.1,19.0,,,7.0,WSW,67.0,WNW,WSW,11.0,19.0,75.0,76.0,1003.8,1004.3,,1.0,16.7,15.3,
309,11,Hot dry summer warm winter,19.7,40.3,0.0,15.8,12.4,E,57.0,NNE,SE,4.0,19.0,12.0,8.0,1012.2,1007.8,0.0,3.0,34.4,38.6,no
310,7,Mild temperate,-1.0,14.2,0.2,2.6,0.1,NNW,76.0,N,N,28.0,30.0,67.0,63.0,1019.5,1013.5,7.0,8.0,9.8,12.6,no
311,11,Hot dry summer cool winter,11.4,21.5,0.0,,,SSW,46.0,SSW,SSW,24.0,22.0,61.0,36.0,,,,,16.5,19.1,no
312,10,Hot dry summer cool winter,11.3,25.6,0.0,,,SW,61.0,NNW,N,20.0,24.0,58.0,41.0,1010.8,1005.4,,1.0,16.8,24.5,no
313,7,Cool temperate,9.3,16.5,10.8,,,W,24.0,W,SSE,13.0,9.0,96.0,75.0,1034.1,1031.7,,,10.8,15.5,yes
314,7,Hot dry summer cool winter,4.1,17.0,0.4,2.3,3.0,SW,24.0,WNW,W,7.0,15.0,87.0,57.0,1030.4,1029.1,3.0,6.0,7.3,16.2,no
315,9,Cool temperate,8.6,20.3,0.0,,,SSE,31.0,WNW,E,7.0,20.0,35.0,46.0,1020.2,1017.8,,,15.4,17.4,no
316,7,Hot dry summer warm winter,2.3,19.3,0.0,3.8,10.3,ESE,31.0,,ESE,0.0,17.0,63.0,29.0,1021.3,1017.8,1.0,1.0,9.8,18.4,no
317,6,Warm temperate,12.6,16.0,1.8,,,SSW,48.0,WSW,SW,9.0,15.0,73.0,89.0,1014.2,1014.3,8.0,8.0,14.9,14.0,yes
318,1,High humidity summer warm winter,25.2,31.2,3.4,7.0,5.5,NE,35.0,E,ENE,13.0,26.0,75.0,65.0,1005.2,1002.2,7.0,5.0,28.5,30.5,yes
319,7,Cool temperate,4.1,11.3,8.6,,,NNW,30.0,NW,NNW,11.0,15.0,89.0,75.0,997.0,995.6,,,6.7,11.0,yes
320,11,Warm temperate,17.4,29.8,0.0,12.0,11.0,S,54.0,WNW,SSW,13.0,30.0,5.0,24.0,1016.2,1016.1,0.0,0.0,25.7,28.1,no
321,9,Warm temperate,9.8,18.0,0.2,2.8,3.2,SW,19.0,ENE,W,9.0,9.0,58.0,39.0,1023.7,1020.9,7.0,5.0,12.1,17.8,no
322,12,Hot dry summer cool winter,15.0,39.5,0.0,,,SSW,63.0,N,SW,24.0,37.0,18.0,31.0,,,,,30.9,29.7,no
323,1,Cool temperate,13.3,29.8,0.0,7.6,,S,44.0,SE,S,24.0,24.0,61.0,20.0,1018.6,1016.9,2.0,,17.6,27.3,no
324,1,Warm humid summer mild winter,19.5,27.1,0.0,5.4,10.7,NE,35.0,N,NE,9.0,22.0,68.0,67.0,1009.9,1007.9,7.0,4.0,24.6,26.0,no
325,9,Warm temperate,14.9,18.6,0.0,7.0,6.7,SSW,52.0,SSW,S,26.0,26.0,70.0,73.0,1019.7,1018.2,6.0,7.0,16.6,17.6,no
326,5,Mild temperate,10.3,22.5,0.0,,,ENE,41.0,ENE,NE,17.0,13.0,75.0,45.0,1025.9,1021.1,,,13.8,22.4,no
327,8,Warm temperate,6.6,18.0,0.6,2.0,3.8,W,52.0,NNE,WNW,11.0,24.0,89.0,55.0,1019.4,1015.0,8.0,6.0,9.6,16.8,no
328,5,Hot dry summer warm winter,9.6,29.5,0.0,4.0,10.1,E,24.0,SE,SE,2.0,13.0,67.0,26.0,1021.7,1017.1,2.0,2.0,16.7,28.5,no
